,title,date,stock
5965,"Applied Optoelectronics Sees Q4 Adj. EPS $0.82-$0.96 vs $0.96 Est., Sales $81M-$90M vs $93.6M Est.",2017-11-07 16:06:00-05:00,AAOI
5966,"Applied Optoelectronics Reports Q3 Adj. EPS $1.08 vs $1.02 Est., Sales $88.9M vs $88.5M Est.",2017-11-07 16:05:00-05:00,AAOI
5967,"Applied Optoelectronics Shares Closed Up 7.3% To Over $42 Mon.; Raymond James Earlier (Premarket) Maintained Strong Buy Rating, $86 Price Target On Stock",2017-10-30 17:45:00-04:00,AAOI
5968,"Jim Cramer Shares His Thoughts On Caterpillar, Coca-Cola And More",2017-10-23 09:20:00-04:00,AAOI
5969,"Applied Optoelectronics, Helios And Matheson Among The Top Stocks With Short Sellers",2017-10-17 13:55:00-04:00,AAOI
5970,38 Biggest Movers From Friday,2017-10-16 04:39:00-04:00,AAOI
5971,Mid-Afternoon Market Update: Applied Optoelectronics Drops On Q3 Warning; PhaseRx Shares Surge,2017-10-13 14:31:00-04:00,AAOI
5972,35 Stocks Moving In Friday's Mid-Day Session,2017-10-13 12:31:00-04:00,AAOI
5973,"Applied Optoelectronics Disappoints Investors, Again",2017-10-13 11:26:00-04:00,AAOI
5974,"Applied Optoelectronics To Report Q3 Earnings On Tues., Nov. 7 After Market Close",2017-10-13 08:35:00-04:00,AAOI
5975,28 Stocks Moving In Friday's Pre-Market Session,2017-10-13 08:03:00-04:00,AAOI
5976,Applied Optoelectronics Investors Be Warned: Q3 Will Be Weaker Than Expected,2017-10-12 16:43:00-04:00,AAOI
5977,"Applied Optoelectronics Shares Resume Trade, Now Down 22%",2017-10-12 16:35:00-04:00,AAOI
5978,Applied Optoelectronics Shares To Resume Trade At 4:35 p.m. EDT,2017-10-12 16:15:00-04:00,AAOI
5979,"UPDATE: Applied Optoelectronics Cuts Q3 Sales Guidance From $107M-$115M To $88M-$89M vs $111.6M Est., Adj. EPS From $1.30-$1.43 To $1.04-$1.09 vs $1.31 Est.",2017-10-12 16:07:00-04:00,AAOI
5980,Applied Optoelectronics Cuts Outlook,2017-10-12 16:05:00-04:00,AAOI
5981,Applied Optoelectronics Shares Halted News Pending,2017-10-12 16:01:00-04:00,AAOI
5982,"Roku, Snap The Top Stocks Among Short Sellers",2017-10-10 14:09:00-04:00,AAOI
5983,Applied Optoelectronics Nears Lows For Move And Rebounds,2017-10-06 11:11:00-04:00,AAOI
5985,J C Penney Jumps To The Top Of The Short Seller List,2017-08-31 15:08:00-04:00,AAOI
5986,The Market In 5 Minutes,2017-08-31 09:35:00-04:00,AAOI
5987,The Bull And Bear Scenarios Playing Out In Applied Optoelectronics,2017-08-30 10:05:00-04:00,AAOI
5988,"BWS's Khorsand On Recent Applied Optoelectronics Takeover Rumors: 'Feels like bulls trying to hold the stock above $60 support'; Says His Stance Has Not Changed: Maintains Sell Rating, $25 Price Target",2017-08-30 09:57:00-04:00,AAOI
5989,"BWS's Khorsand On Recent Applied Optoelectronics Takeover Rumors: Co. 'does not fit the kind of investments CSCO has usually made,' Notes There Are 'Many players in China Hauwei could buy and have easier time getting approval for'",2017-08-30 09:57:00-04:00,AAOI
5990,BWS Financial's Hamed Khorsand Tells Benzinga Applied Optoelectronics Takeover Rumors 'seem plain out absurd.',2017-08-30 09:57:00-04:00,AAOI
5991,"Lightning Round: Jim Cramer Shares His Thoughts On AMD, Schlumberger And More",2017-08-30 07:55:00-04:00,AAOI
5992,"Wall Street's M&A Chatter From August 29: Rockwell Collins, Applied Optoelectronics, Digiliti Money",2017-08-30 07:36:00-04:00,AAOI
5993,"Raymond James Out Positive On Applied Optoelectronics, Says Checks Indicate That The Co.'s Facilities In Sugar Land Have Not Been Impacted By Flooding Affected Areas Due To Hurricane Harvey And Production Remains Online; Reiterates Strong Buy",2017-08-29 14:54:00-04:00,AAOI
5994,Applied Optoelectronics Shares Spike ~$0.45 Over Last Min. As Traders Circulating Chatter Co. Received Offer From Cisco,2017-08-29 10:33:00-04:00,AAOI
5995,Applied Optoelectronics Reports No Impact to Operations from Hurricane Harvey,2017-08-28 07:05:00-04:00,AAOI
5996,Usual Suspects Among Hottest Stocks To Short,2017-08-22 14:05:00-04:00,AAOI
5997,This Research Report Sent Shares Of Applied Optoelectronics Lower,2017-08-16 11:07:00-04:00,AAOI
5998,BWS Financial Out Partly Negative On Applied Optoelectronics,2017-08-16 09:33:00-04:00,AAOI
5999,"Wall Street's M&A Chatter From August 14: Danone, Neff Corp, Huawei Technologies-Applied Optoelectronics",2017-08-15 07:33:00-04:00,AAOI
6000,"Applied Optoelectronics Shares Currently Up 2% For Session, Had Been Up As Much As 5.6% Earlier Following Circulation Of Trader Chatter Suggesting Huawei Technologies Made Offer For Co.",2017-08-14 11:51:00-04:00,AAOI
6001,Applied Optelectronics Option Alert: Dec 15 $35 Puts Sweep (4) at the Ask: 550 @ $1.0 vs 399 OI; Ref=$63.7235,2017-08-10 10:09:00-04:00,AAOI
6002,"Applied Optoelectronics Reports Development Of Uncooled 50 Gbps PAM-4 Directly Modulated Lasers For 200, 400 Gbps Optical Transceivers",2017-08-08 08:41:00-04:00,AAOI
6003,25 Biggest Mid-Day Losers For Friday,2017-08-04 12:54:00-04:00,AAOI
6004,Mid-Morning Market Update: Markets Mostly Flat; CIGNA Profit Tops Estimates,2017-08-04 10:13:00-04:00,AAOI
6005,Applied Optoelectronics Shares Down 25% Following Q2 Earnings Beat But Q3 Sales Guidance Which Was Well Below Street Est.,2017-08-04 09:00:00-04:00,AAOI
6006,28 Stocks Moving In Friday's Pre-Market Session,2017-08-04 08:30:00-04:00,AAOI
6007,"Applied Optoelectronics Sees Q3 Sales $107-$115M vs $122M Eest., EPS $1.30-$1.43 vs $1.31 Est.",2017-08-03 16:05:00-04:00,AAOI
6008,"Applied Optoelectronics Reports Q2 EPS $1.54 vs $1.32 Est., Sales $117.4M vs $116.3M Est.",2017-08-03 16:04:00-04:00,AAOI
6009,Oclaro Revisits Lower End Of 2-Month Trading Range,2017-08-02 15:07:00-04:00,AAOI
6010,"Jim Cramer Gives His Opinion On Applied Optoelectronics, Frontier Communications And Comcast",2017-07-28 07:01:00-04:00,AAOI
6011,Applied OptoElectronics Option Alert: Aug 11 $100 Calls Sweep (3) at the Bid: 760 @ $11.0 vs 120 OI; Ref=$102.4,2017-07-27 11:56:00-04:00,AAOI
6012,Arrow Joins Force With IBM for Internet Of Things Support,2017-07-20 15:40:00-04:00,AAOI
6013,"Lightning Round: Jim Cramer Advises Viewers On Chegg, Opko Health And More",2017-07-19 07:06:00-04:00,AAOI
6014,Blue Apron Jumps To The Top Of Short-Seller Favorites List,2017-07-18 13:20:00-04:00,AAOI
6015,Watch These 4 Huge Put Purchases In Friday Trade,2017-07-14 04:12:00-04:00,AAOI
6016,Benzinga's Option Alert Recap From July 13,2017-07-13 16:48:00-04:00,AAOI
6017,Applied Optoelectronics Option Alert: Aug 18 $60 Puts Sweep (34) at the Bid: 808 @ $3.0 vs 589 OI; Ref=$79.1085,2017-07-13 13:07:00-04:00,AAOI
6018,Applied Optoelectronics Blasts To New All-Time High After Raised Guidance,2017-07-13 11:25:00-04:00,AAOI
6019,"CORRECTION: Piper Jaffray Out Positive On Applied Optoelectronics, Not Oppenheimer, Saying Company Achieved Record Margin Levels That Have Never Been Seen Before In Optical Component Industry, Increases Price Target From $85 To $90",2017-07-13 10:44:00-04:00,AAOI
6020,"Applied Optoelectronics Shares Resume Trade, Now Up 6.8%",2017-07-13 09:00:00-04:00,AAOI
6021,Applied Optoelectronics Shares To Resume Trade At 9 a.m. EDT,2017-07-13 08:53:00-04:00,AAOI
6022,Applied Optoelectronics Resumes Trading at 9:00 AM ET,2017-07-13 08:46:00-04:00,AAOI
6023,"Applied Optoelectronics Reports Q2 Prelim Sales Of $117.3M vs $110M Est., Adj. EPS $1.31-$1.36 vs $1.15 Est.",2017-07-13 08:31:00-04:00,AAOI
6024,Snap Once Again Atop The Short-Seller Favorites List,2017-07-11 13:27:00-04:00,AAOI
6025,"Benzinga's Top Upgrades, Downgrades For June 30, 2017",2017-06-30 09:20:00-04:00,AAOI
6026,"DA Davidson Initiates Coverage On Applied Optoelectronics with Buy Rating, Announces $95.00 Price Target",2017-06-30 06:16:00-04:00,AAOI
6031,Applied Optoelectronics Debuts Atop List Of Hottest Short-Selling Ideas,2017-06-27 14:43:00-04:00,AAOI
6044,15 Stocks Moving In Monday's Pre-Market Session,2017-06-19 08:37:00-04:00,AAOI
6045,Applied Optoelectronics Reports 1.4M 25 Gbps Lasers Produced,2017-06-19 08:33:00-04:00,AAOI
6050,Watch These 3 Huge Put Purchases In Tuesday Trade,2017-06-13 04:52:00-04:00,AAOI
6052,Benzinga's Option Alert Recap From June 12,2017-06-12 16:14:00-04:00,AAOI
6054,ption Alert: Applied Optoelectronics Sep 50.0 Puts Sweep: 509 @  ASK  $5.50: 509 traded vs 2740 OI:  Earnings 8/3 After Close (est)  $60.14 Ref,2017-06-12 09:46:00-04:00,AAOI
6065,"Applied Optoelectronics New Short Idea from Anthony Bozza, Lakewood Capital; $20 PT",2017-05-24 15:35:00-04:00,AAOI
6066,20 Biggest Mid-Day Gainers For Friday,2017-05-05 12:27:00-04:00,AAOI
6067,22 Stocks Moving In Friday's Pre-Market Session,2017-05-05 08:13:00-04:00,AAOI
6068,"Applied Optoelectronics Reports Q1 Adj. EPS $1.10 vs $0.98 Est., Sales $96.2M vs 494.96M Est.",2017-05-04 17:19:00-04:00,AAOI
6069,Watch These 7 Huge Put Purchases In Wednesday Trade,2017-05-03 04:23:00-04:00,AAOI
6070,Benzinga's Option Alert Recap From May 2,2017-05-02 16:55:00-04:00,AAOI
6071,Option Alert: App Optolectronics May 40.0 Puts Sweep: 502 @  ASK  $1.00: 885 traded vs 7952 OI:  Earnings 5/4 After Close  $48.02 Ref,2017-05-02 11:02:00-04:00,AAOI
6072,"S&P Dow Jones Indices Announces Applied Optoelectronics Set to Join S&P SmallCap 600, Will Replace Adeptus Health",2017-04-20 17:26:00-04:00,AAOI
6073,10 Biggest Mid-Day Gainers For Thursday,2017-04-13 13:48:00-04:00,AAOI
6074,Applied Optoelectronics Quick Rebound Attracts Sellers,2017-04-13 10:11:00-04:00,AAOI
6075,22 Stocks Moving In Thursday's Pre-Market Session,2017-04-13 09:52:00-04:00,AAOI
6076,Applied Optoelectronics +22.7% Premarket @$50.10; Co Said Expects Q1 Results to Exceed Guidance on Wednesday,2017-04-13 07:11:00-04:00,AAOI
6077,"Applied Optoelectronics Shares Resume Trade, Now Up 17%",2017-04-12 16:30:00-04:00,AAOI
6078,Applied Optoelectronics Shares to Resume Trade at 4:30 p.m. EDT,2017-04-12 16:09:00-04:00,AAOI
6079,"UPDATE: Applied Optoelectronics Sees Q1 Sales ~$96.2M vs $89.8M Est., Adj. EPS $1-$1.02 vs $0.83 Est.",2017-04-12 16:04:00-04:00,AAOI
6080,Applied Optoelectronics Sees Q1 Results Exceeding Guidance,2017-04-12 16:03:00-04:00,AAOI
6081,20 Stocks Moving In Monday's Pre-Market Session,2017-03-27 08:20:00-04:00,AAOI
6082,Mid-Afternoon Market Update: Acacia Communications Drops On Weak Outlook; RH Shares Spike Higher,2017-02-24 14:36:00-05:00,AAOI
6083,15 Biggest Mid-Day Gainers For Friday,2017-02-24 12:58:00-05:00,AAOI
6084,25 Stocks Moving In Friday's Pre-Market Session,2017-02-24 08:25:00-05:00,AAOI
6085,"Applied Optoelectronics Sees Q1 Adj. EPS $0.80-$0.88, Sales $87M-$91M vs $74.6M Est.",2017-02-23 16:18:00-05:00,AAOI
6086,"Applied Optoelectronics Reports Q4 Adj. EPS $0.84 vs $0.75 Est., Sales $84.9M vs $83.6M Est.",2017-02-23 16:17:00-05:00,AAOI
6087,Mid-Afternoon Market Update: Crude Oil Up 1.5%; Applied Optoelectronics Shares Soar On Raised Guidance,2017-01-12 14:34:00-05:00,AAOI
6088,Technical Alert: Applied Optoelectronics Sharply Higher Off Raised Guidance,2017-01-12 13:03:00-05:00,AAOI
6089,12 Biggest Mid-Day Gainers For Thursday,2017-01-12 12:30:00-05:00,AAOI
6090,20 Stocks Moving In Thursday's Pre-Market Session,2017-01-12 08:28:00-05:00,AAOI
6091,"A Peek Into The Markets: U.S. Stock Futures Drop Ahead Of Jobless Claims, Fed Speakers",2017-01-12 07:53:00-05:00,AAOI
6092,5 Stocks You Should Be Watching Today,2017-01-12 05:36:00-05:00,AAOI
6093,"Applied Optoelectronics Sees Q4 Rev. $84.5-$84.8M vs. Prior Outlook Of $75-$79M, EPS $0.77-$0.82 vs. Prior $0.46-$0.51",2017-01-11 16:04:00-05:00,AAOI
6094,"Applied Optoelectronics Reports Q3 non-GAAP EPS $0.38 vs $0.28 Est, Rev $70.1M vs $64M Est",2016-11-03 16:05:00-04:00,AAOI
6095,Acacia Investors Show Concern As 2 Top Customers Issue Soft Guidance,2016-10-27 13:10:00-04:00,AAOI
6096,"Stocks in Optical/Photonic Sector Under Heavy Pressure Amid Sector Warnings: ACIA, OCLR Down 12%, NPTN, LITE, AAOI Down ~4%, FNSR Down 3%",2016-10-27 10:30:00-04:00,AAOI
6097,15 Biggest Mid-Day Losers For Thursday,2016-10-13 13:08:00-04:00,AAOI
6098,"Worst Performing Industries For October 13, 2016",2016-10-13 11:13:00-04:00,AAOI
6099,Mid-Afternoon Market Update: Crude Oil Up 1.2%; Retrophin Shares Jump On Kidney Disease Drug Trial,2016-09-07 14:32:00-04:00,AAOI
6100,18 Biggest Mid-Day Gainers For Wednesday,2016-09-07 12:58:00-04:00,AAOI
6101,Benzinga's Volume Movers,2016-09-07 10:44:00-04:00,AAOI
6102,22 Stocks Moving In Wednesday's Pre-Market Session,2016-09-07 08:28:00-04:00,AAOI
6103,"Applied Optoelectronics +20.5% Premarket @$20.98 Following Tuesday Guidance, PT Raises by Multiple Brokerages",2016-09-07 07:43:00-04:00,AAOI
6104,Applied Optoelectronics Raises Q3 EPS Guidance from $0.16-0.21 to $0.26-0.29 vs $0.19 Est; Raises Q3 Sales Guidance from $56.0M-59.0M to $63.0M-65.0M vs $58.20M Est,2016-09-06 16:04:00-04:00,AAOI
6105,"Applied Optoelectronics Increases Q3 Rev. Guidance From $56-59M To $63-65M, EPS $0.16-0.21 To $0.26-0.29",2016-09-06 16:04:00-04:00,AAOI
6106,Applied Optoelectronics Increases Q3 Guidance,2016-09-06 16:03:00-04:00,AAOI
6107,"Applied Optoelectronics Inc Surge ~9.5%, Co. Said To Secure Facebook As Client; Initial Orders To Boost EBITDA By 10%; Cowen Sees EPS $0.15-$0.25 Accretion In 2016",2016-08-25 09:35:00-04:00,AAOI
6108,Applied Optoelectronics Receives Initial Orders from New Hyper-Scale Datacenter Customer,2016-08-25 07:06:00-04:00,AAOI
6109,25 Biggest Mid-Day Gainers For Friday,2016-08-05 12:43:00-04:00,AAOI
6110,"Applied Optoelectronics Sees Q3 Rev. $56-$59M vs. Est. $54M, EPS $0.16-$0.21 vs. Est.$ 0.15",2016-08-04 16:57:00-04:00,AAOI
6111,"Applied Optoelectronics Reports Q2 EPS $0.16 vs. Est. $0.06, Rev. $55.3M vs. Est. $50.8M",2016-08-04 16:56:00-04:00,AAOI
6112,"Top Performing Industries For May 23, 2016",2016-05-23 10:55:00-04:00,AAOI
6113,"Aplied Optoelectronics Sees Q2 Adj. EPS $0.04-$0.08 vs $0.22 Est., Sales $49.5M-$52M vs $55.7M Est.",2016-05-09 16:05:00-04:00,AAOI
6114,"Aplied Optoelectronics Reports Q1 EPS $(0.04) vs $0.04 Est., Sales $50.4M vs $51M Est.",2016-05-09 16:04:00-04:00,AAOI
6115,Stocks Hitting 52-Week Lows,2016-04-21 10:28:00-04:00,AAOI
6116,Mid-Day Market Update: Badger Meter Rises Following Earnings Beat; Netflix Shares Drop,2016-04-19 12:17:00-04:00,AAOI
6117,Mid-Morning Market Update: Markets Mostly Higher; Goldman Sachs Profit Beats Views,2016-04-19 09:53:00-04:00,AAOI
6118,12 Stocks Moving In Tuesday's Pre-Market Session,2016-04-19 08:10:00-04:00,AAOI
6119,Applied Optoelectronics Plunges 20% Following Weak Preliminary Q1 Results,2016-04-19 07:53:00-04:00,AAOI
6120,"Applied Opto Shares Resume Trade, Falling, Down ~19.5% to ~$12.50 After Closing Over $16",2016-04-18 16:36:00-04:00,AAOI
6121,Shares of Applied Optoelectronics Were Halted Ahead of Q1 Guidance Cut News; Stock Will Resume Trade at 4:35 p.m. EDT,2016-04-18 16:23:00-04:00,AAOI
6122,"Applied Optoelectronics Sees Q1 Rev. $50-$50.5M vs. Est. $50-$54M, Cuts Adj. EPS Outlook from $0.21-$0.28 to $(0.04)-$(0.06) vs. $0.23 Est",2016-04-18 16:04:00-04:00,AAOI
6123,AAOI Cuts Q1 Guidance,2016-04-18 16:04:00-04:00,AAOI
6124,Applied Optoelectronics Announces Datacenter Interconnect Laser Capable Of Transmitting 100 Gbps Or Up To 200 Gbps Using PAM4 Modulation,2016-03-29 16:05:00-04:00,AAOI
6125,"Cowen & Company Maintains Outperform on Applied Optoelectronics, Raises PT to $25.00",2016-02-25 08:14:00-05:00,AAOI
6126,"Applied Optoelectronics Sees Q1 Adj. EPS $0.21-$0.28 vs $0.25 Est., Sales $50M-$54M vs $49M Est.",2016-02-24 16:04:00-05:00,AAOI
6127,"Applied Optoelectronics Reports Q4 Adj. EPS $0.22 vs $0.31 Est., Sales $53M vs $50.6M Est.",2016-02-24 16:03:00-05:00,AAOI
6128,"MACOM, AOI Partner to Enable Production Shipments of 100G QSFP28 Transceivers for Datacenters",2016-01-26 16:09:00-05:00,AAOI
6129,"Applied Optoelectronics Reports Q3 Adj. EPS $0.40, Inline, Sales $57.1M vs $52.5M Est.; Sees Q4 Sales $49M-$52M vs $54.3M Est.",2015-11-05 17:15:00-05:00,AAOI
6130,Benzinga's Volume Movers,2015-08-06 10:40:00-04:00,AAOI
6131,"Applied Optoelectronics Reports Q2 Adj. EPS $0.38 vs $0.33 Est., Sales $49.6M vs $47M Est.; Sees Q3 Adj. EPS $0.37-$0.42 vs $0.32 Est., Sales $51M-$54M vs $46M Est.",2015-08-05 16:13:00-04:00,AAOI
6132,"Monday's Mid-Day Movers: Greece Reaches Deal, Dow Up Triple Digits",2015-07-13 12:58:00-04:00,AAOI
6133,Benzinga's Volume Movers,2015-07-13 10:16:00-04:00,AAOI
6134,Morning Market Gainers,2015-07-13 09:39:00-04:00,AAOI
6135,"UPDATE: Applied Optoelectronics Reports Prelim. Q2 Sales ~$49.6M vs $43.2M Est., Raises Adj. EPS Outlook from $0.25-$0.30 to $0.36-$0.38 vs $0.27 Est.",2015-07-13 08:31:00-04:00,AAOI
6136,Applied Optoelectronics Sees Q2 Sales Exceeding Guidance,2015-07-13 08:30:00-04:00,AAOI
6137,"Raymond James Maintains Strong Buy on Applied Optoelectronics, Raises PT to $26.00",2015-05-26 08:04:00-04:00,AAOI
6138,Applied Optoelectronics Reports Q1 Adj. EPS $0.02 vs $0.09 Est.; Sees Q2 Adj. EPS $0.25-$0.30 vs $0.26 Est.,2015-05-07 16:35:00-04:00,AAOI
6139,"Northland Securities Initiates Coverage on Applied Optoelectronics at Outperform, Announces $19.50 PT",2015-04-16 17:31:00-04:00,AAOI
6140,Applied Optoelectronics Shares to Resume Trade at 4:30 a.m. EDT,2015-04-13 16:12:00-04:00,AAOI
6141,Applied Optoelectronics Expecting Q2 Sales 'to Be Above $42M' vs $37.6M Est.,2015-04-13 16:02:00-04:00,AAOI
6142,Applied Optoelectronics Reports Prelim. Q1 Sales $30-$30.3M vs $35.6M Est.,2015-04-13 16:01:00-04:00,AAOI
6143,Applied Optoelectronics Shares Halted News Pending,2015-04-13 16:00:00-04:00,AAOI
6144,Applied Optoelectronics Announces 40 Gbps Light Engines,2015-03-23 16:32:00-04:00,AAOI
6145,Benzinga's Volume Movers,2015-02-26 10:24:00-05:00,AAOI
6146,Applied Optoelectronics Reports Q4 EPS of $0.27,2015-02-25 16:48:00-05:00,AAOI
6147,Shares of Applied Optoelectronics to Resume Trade at 4:30 p.m. EST,2015-01-13 16:10:00-05:00,AAOI
6148,Applied Optoelectronics Lowers Q4 Sales Guidance from $39.50M-41.50M to $36.0M-36.40M,2015-01-13 16:04:00-05:00,AAOI
6149,Applied Optoelectronics Shares Halted News Pending,2015-01-13 16:01:00-05:00,AAOI
6150,"Worst Performing Industries For December 2, 2014",2014-12-02 11:05:00-05:00,AAOI
6151,Morning Market Losers,2014-11-11 09:51:00-05:00,AAOI
6152,Applied Optoelectronics Reports Q3 EPS of $0.20 vs $0.23 Est; Revenue of $36.50M vs $36.08M Est,2014-11-10 16:06:00-05:00,AAOI
6153,"Top Performing Industries For October 16, 2014",2014-10-16 10:43:00-04:00,AAOI
6154,Applied Optoelectronics Introduces DOCSIS 3.1 CATV Products ,2014-09-16 08:37:00-04:00,AAOI
6155,Applied Optoelectronics Introduces Revolutionary Laser For Methane Gas  ,2014-08-27 16:05:00-04:00,AAOI
6156,Benzinga's Volume Movers,2014-08-13 10:31:00-04:00,AAOI
6157,Morning Market Movers ,2014-08-13 09:44:00-04:00,AAOI
6158,Applied Optoelectronics Sees FY2014 EPS $0.70-0.76; Sees Sales $131.0M-135.0M,2014-08-12 16:04:00-04:00,AAOI
6159,Applied Optoelectronics Sees Q3 EPS $0.21-0.25; Sees Sales $35.20M-36.60M,2014-08-12 16:04:00-04:00,AAOI
6160,Applied Optoelectronics Reports Q2 EPS of $0.15 vs $0.09 Est; Revenue of $32.70M vs $29.36M Est,2014-08-12 16:03:00-04:00,AAOI
6161,"Jessie Wu Joins Applied Optoelectronics As VP of Sales And Marketing, NEM Business Unit",2014-07-14 08:31:00-04:00,AAOI
6162,Applied Optoelectronics Sees Q2 EPS $0.06-0.13 vs $0.13 Est; Sees Sales $28.50M-30.0M vs $27.10M Est,2014-05-08 16:41:00-04:00,AAOI
6163,Applied Optoelectronics Reports Q1 EPS of $0.01 vs $0.06 Est; Revenue of $24.90M vs $23.89M Est,2014-05-08 16:05:00-04:00,AAOI
6164,Applied Optoelectronics Announces Pricing of Follow-on Public Offering at $24.25 per Share,2014-03-20 08:31:00-04:00,AAOI
6165,"Applied Optoelectronics Files Prospectus for 2.7M Shares, 1.3M Shares Through Co., 1.4M Shares Through Holders",2014-03-06 17:46:00-05:00,AAOI
6166,"Small Cap Movers for Feb. 20: UNTD, MCHX, AAOI, MEET, PATK, BIOL, GALE, LOPN Higher, FCN, CRY, EIG, IFT Lower",2014-02-20 13:15:00-05:00,AAOI
6167,"Craig-Hallum Initiates Coverage on Applied Optoelectronics at Buy, Announces $20.00 PT",2014-02-03 11:13:00-05:00,AAOI
6168,Applied Optoelectronics Reports Q3 EPS of $0.04 vs $0.00 Est; Revenue of $20.80M vs $19.54M Est,2013-11-07 16:12:00-05:00,AAOI
6169,"Roth Capital Initiates Coverage on Applied Optoelectronics at Buy, Announces $20.00 PT",2013-10-22 08:23:00-04:00,AAOI
6170,UPDATE: Piper Jaffray Initiates Coverage on Applied Optoelectronics on Strong Position in Key Markets,2013-10-21 08:41:00-04:00,AAOI
6171,"Piper Jaffray Initiates Coverage on Applied Optoelectronics at Overweight, Announces $15.00 PT",2013-10-21 06:18:00-04:00,AAOI
6172,"Shares of Applied Optoelectronics Open for Trade at $10, Priced at $10",2013-09-26 11:21:00-04:00,AAOI
6173,"Waiting on Four IPOs Thursday Morning: PINC, COVS, MONT, AAOI",2013-09-26 10:16:00-04:00,AAOI
6174,AAON Raises Semi-Annual Dividend From $0.16 To $0.19/Share,2020-05-15 07:03:00-04:00,AAON
6175,AAON Says Gary D. Fields Will Become CEO,2020-05-07 08:21:00-04:00,AAON
6176,AAON Announces Gary D. Fields To Become CEO,2020-05-07 07:40:00-04:00,AAON
6177,"AAON Q1 EPS $0.410 Beats $0.350 Estimate, Sales $137.480M Beat $125.080M Estimate",2020-05-07 07:31:00-04:00,AAON
6178,"Hearing Lakewood Capital Out With Short Call On AAON, Unconfirmed",2020-04-07 12:40:00-04:00,AAON
6179,144 Biggest Movers From Friday,2020-03-16 05:03:00-04:00,AAON
6180,AAON Reports $20M Buyback,2020-03-13 14:15:00-04:00,AAON
6181,Stocks That Hit 52-Week Lows On Thursday,2020-03-12 12:10:00-04:00,AAON
6182,AAON shares are trading higher after the company reported better-than-expected Q4 EPS and sales.,2020-02-27 10:40:00-05:00,AAON
6183,"AAON Q4 EPS $0.33 Beats $0.29 Estimate, Sales $122.574M Beat $122.53M Estimate",2020-02-27 06:30:00-05:00,AAON
6184,Stocks That Hit 52-Week Highs On Friday,2020-02-14 10:15:00-05:00,AAON
6185,Stocks That Hit 52-Week Highs On Tuesday,2020-02-11 10:17:00-05:00,AAON
6186,Stocks That Hit 52-Week Highs On Friday,2020-01-31 10:23:00-05:00,AAON
6187,Stocks That Hit 52-Week Highs On Wednesday,2020-01-29 10:16:00-05:00,AAON
6188,Stocks That Hit 52-Week Highs On Friday,2020-01-24 10:41:00-05:00,AAON
6189,Stocks That Hit 52-Week Highs On Friday,2020-01-17 13:23:00-05:00,AAON
6190,"AAON Q3 EPS $0.26 Down From $0.27 YoY, Sales $113.5M Up From $112.937M YoY",2019-10-31 09:22:00-04:00,AAON
6191,"AAON Earlier Reported Q3 EPS $0.26 Down From $0.27 YoY, Sales $113.5M Up From $112.937M YoY",2019-10-31 09:22:00-04:00,AAON
6192,"AAON Q2 EPS $0.25 Misses $0.27 Estimate, Sales $119.4M Miss $128.36M Estimate",2019-08-01 07:43:00-04:00,AAON
6193,UPDATE: DA Davidson Downgrades AAON To Underperform As Firm Is Concerned 'a bubble is forming in these shares' As 'shares currently trade over 20x 2020 EBITDA and typical premium to peers has meaningfully expanded',2019-05-06 10:15:00-04:00,AAON
6194,Shares of several multinational companies are trading lower following a tweet from President Trump which hinted at additional tariffs on China and China indicated it may back out of upcoming trade negotiations.,2019-05-06 09:17:00-04:00,AAON
6195,"DA Davidson Downgrades AAON, Inc. - Common Stock to Underperform, Announces $35 Price Target",2019-05-06 08:25:00-04:00,AAON
6196,"AAON Q1 EPS $0.21 Misses $0.23 Estimate, Sales $113.822M Beat $109.92M Estimate",2019-05-02 08:11:00-04:00,AAON
6197,AAON Reports $20M Buyback,2019-03-05 07:15:00-05:00,AAON
6198,"AAON Q4 EPS $0.24 Misses $0.28 Estimate, Sales $112.3M Beat $108.61M Estimate",2019-02-28 06:25:00-05:00,AAON
6199,"Stocks Trading Ex Dividend For Wed., Nov. 28, 2018",2018-11-28 11:35:00-05:00,AAON
6200,"Stocks That Will Be Trading Ex Dividend Wed., Nov. 28, 2018",2018-11-27 11:20:00-05:00,AAON
6201,"AAON Q3 EPS $0.27 Misses $0.28 Estimate, Sales $112.937M Miss $130.58M Estimate",2018-11-01 07:34:00-04:00,AAON
6202,"Stocks Which Set New 52-Week High Yesterday, August 23rd",2018-08-24 09:11:00-04:00,AAON
6203,"Stocks Which Set New 52-Week High Yesterday, August 21st",2018-08-22 09:06:00-04:00,AAON
6204,"Stocks Which Set New 52-Week High Tues., Aug. 21, 2018",2018-08-21 14:50:00-04:00,AAON
6205,"Stocks Which Set New 52-Week High Yesterday, August 16th",2018-08-17 10:39:00-04:00,AAON
6206,"AAON Q2 EPS $0.22, Inline, Sales $109.6M Miss $117.69M Estimate",2018-08-02 07:14:00-04:00,AAON
6207,AAON Raises Semi-Annual Dividend From $0.13 To $0.16/Share,2018-05-18 07:01:00-04:00,AAON
6208,AAON Reports $15M Buyback Plan,2018-05-18 07:00:00-04:00,AAON
6209,"AAON Q1 EPS $0.08 Misses $0.25 Estimate, May Not Comare, Sales $99.08M Beat $97.08M Estimate",2018-05-03 07:02:00-04:00,AAON
